file_id	md5	size	urls	sample_id
596fc2de57601ec08a01fdee59b355cf	4d14e1e6f2fccdb96da8e9eda8b57ab5	1578638759	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS1041031.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS1041031.tar.bz2	faab18e1a137731cffda8825601f2494
596fc2de57601ec08a01fdee59aac1dd	ec7f99c4e0cde99528f2b15cde98a09b	17462835	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v1/SRS022713.tar.bz2,s3://nih-hmp-hhs/hmasm/SRS022713.scaffolds.fa.bz2	faab18e1a137731cffda88256074d4c8
596fc2de57601ec08a01fdee59cbccc8	a9c10a312b4931c46f2fabde2eb08466	6306825384	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS022713.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS022713.tar.bz2	faab18e1a137731cffda88256074d4c8
596fc2de57601ec08a01fdee59d2699a	e241246ce3eada62542f93316109dcff	7031649766	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS042628.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS042628.tar.bz2	faab18e1a137731cffda88256095a055
596fc2de57601ec08a01fdee59af123b	e241246ce3eada62542f93316109dcff	37495761	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v1/SRS042628.tar.bz2,s3://nih-hmp-hhs/hmasm/SRS042628.scaffolds.fa.bz2	faab18e1a137731cffda88256095a055
596fc2de57601ec08a01fdee59f7231c	0b3188856bc47e1a9ca64d403df58f65	1028493456	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS147088.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS147088.tar.bz2	596fc2de57601ec08a01fdee59357d78
596fc2de57601ec08a01fdee59b509b1	e1e617a0217514c4e4d2de1d3bda2f2c	7848634243	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS012969.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS012969.tar.bz2	faab18e1a137731cffda88256020fa0c
596fc2de57601ec08a01fdee599d44bf	edd5a1f7f4e2d3529622c935fc7c524e	51152162	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v1/SRS011271.tar.bz2,s3://nih-hmp-hhs/hmasm/SRS011271.scaffolds.fa.bz2	faab18e1a137731cffda88256020fa0c
596fc2de57601ec08a01fdee59b51322	edd5a1f7f4e2d3529622c935fc7c524e	9130425607	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS011271.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS011271.tar.bz2	faab18e1a137731cffda88256020fa0c
596fc2de57601ec08a01fdee59a4c74e	5bd1b98557bcbd8d78d04e4c5af882cf	42623668	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v1/SRS017821.tar.bz2,s3://nih-hmp-hhs/hmasm/SRS017821.scaffolds.fa.bz2	faab18e1a137731cffda8825604940ed
