file_id	md5	size	urls	sample_id
b60906da3dbfec7c28e20dcb4602fb25	c15e7d990d48839b8f1bc477bfc013e0	389724160	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4ac19c7
b60906da3dbfec7c28e20dcb46052701	d44ce06aed3728cfbe97dc660da5fcd0	1350860800	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4a40bdd
b60906da3dbfec7c28e20dcb4602692f	0d546d3aec7ea1ddb026bb53a45b0d6b	368291840	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4a3e4d4
b60906da3dbfec7c28e20dcb4607752f	46ff95eb5b6bdb3908e84be57d2db946	2255810560	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4a56059
b60906da3dbfec7c28e20dcb46072fc4	512bdb5b541922db1862d4ca2651ff16	2121216000	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4a58c7c
31b14547707f47bb99f1e1ab41604f93	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	76612bd9a41885add4f6b0b768b810f3
31b14547707f47bb99f1e1ab4164860c	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	e50d0c183689e4053ccb35f8b2e10c14
31b14547707f47bb99f1e1ab415ff824	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	76612bd9a41885add4f6b0b768d11370
31b14547707f47bb99f1e1ab41584fea	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	e50d0c183689e4053ccb35f8b2db7df9
31b14547707f47bb99f1e1ab416fbcf4	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	e50d0c183689e4053ccb35f8b2be5f8d
31b14547707f47bb99f1e1ab41573250	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	88af6472fb03642dd5eaf8cddcc5a8df
31b14547707f47bb99f1e1ab416e9e84	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	8938ac880f194a32bc6b736c1531d66a
31b14547707f47bb99f1e1ab41771390	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	88af6472fb03642dd5eaf8cddcc4927a
31b14547707f47bb99f1e1ab415e67ba	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	8938ac880f194a32bc6b736c154ee93d
31b14547707f47bb99f1e1ab416c3f01	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	8938ac880f194a32bc6b736c155a8986
31b14547707f47bb99f1e1ab41611f31	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	76612bd9a41885add4f6b0b768982964
31b14547707f47bb99f1e1ab4157a48c	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	858ed4564f11795ec13dda4c10f5a133
31b14547707f47bb99f1e1ab4160f6a2	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	76612bd9a41885add4f6b0b768919d98
31b14547707f47bb99f1e1ab4156d77f	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	e50d0c183689e4053ccb35f8b2c46bc2
31b14547707f47bb99f1e1ab4159b517	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	e50d0c183689e4053ccb35f8b2e3a4bb
31b14547707f47bb99f1e1ab4171a41e	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	88af6472fb03642dd5eaf8cddcc43951
31b14547707f47bb99f1e1ab416a1521	d41d8cd98f00b204e9800998ecf8427e	None	Private: Data not accessible via the HMP DACC.	e50d0c183689e4053ccb35f8b2cd7a4b
e50d0c183689e4053ccb35f8b214bd62	00000000000000000000000000000000	None	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4a56f13
e50d0c183689e4053ccb35f8b21291f6	00000000000000000000000000000000	None	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4a357c0
e50d0c183689e4053ccb35f8b213b4eb	00000000000000000000000000000000	None	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4a389c6
e50d0c183689e4053ccb35f8b2149de3	00000000000000000000000000000000	None	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4a40bdd
e50d0c183689e4053ccb35f8b213896c	00000000000000000000000000000000	None	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4a37ff2
e50d0c183689e4053ccb35f8b21476ff	00000000000000000000000000000000	None	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4a3fec7
e50d0c183689e4053ccb35f8b214e641	00000000000000000000000000000000	None	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4ac06b1
e50d0c183689e4053ccb35f8b213a6e3	00000000000000000000000000000000	None	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4a3806e
e50d0c183689e4053ccb35f8b2137a38	00000000000000000000000000000000	None	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4aef10c
e50d0c183689e4053ccb35f8b2137f46	00000000000000000000000000000000	None	Private: Data not accessible via the HMP DACC.	634416dfd8b630dcc6bba6aec4aef18e
